"Order","Family","Species","Diploid.number","Fundamental.number"
"Anura","Megophryidae","Megophrys daweimontis",26,52
"Anura","Megophryidae","Megophrys feae",26,50
"Anura","Megophryidae","Megophrys gigantica",26,52
"Anura","Megophryidae","Megophrys gigantica",26,50
"Anura","Megophryidae","Megophrys giganticus",26,48
"Anura","Megophryidae","Megophrys giganticus",26,50
"Anura","Megophryidae","Megophrys glandulosa",26,52
"Anura","Megophryidae","Megophrys huangshanensis",26,52
"Anura","Megophryidae","Megophrys jingdongensis",26,52
"Anura","Megophryidae","Megophrys koui",26,NA
"Anura","Megophryidae","Megophrys kuatunensis",24,48
"Anura","Megophryidae","Megophrys major",26,50
"Anura","Megophryidae","Megophrys microstoma",26,48
"Anura","Megophryidae","Megophrys microstoma",26,52
"Anura","Megophryidae","Megophrys minor",26,52
"Anura","Megophryidae","Megophrys minor",30,56
"Anura","Megophryidae","Megophrys minor",26,50
"Anura","Megophryidae","Megophrys montana",26,NA
"Anura","Megophryidae","Megophrys monticola",26,NA
"Anura","Megophryidae","Megophrys nasuta",26,50
"Anura","Megophryidae","Megophrys nasuta",26,50
"Anura","Megophryidae","Megophrys nasuta",26,46
"Anura","Megophryidae","Megophrys omeimontis",26,52
"Anura","Megophryidae","Megophrys omeimontis",26,48
"Anura","Megophryidae","Megophrys palpebralespinosa",26,50
"Anura","Megophryidae","Megophrys palpebralespinosa",26,52
"Anura","Megophryidae","Megophrys parva",26,46
"Anura","Megophryidae","Megophrys parva",26,48
"Anura","Megophryidae","Megophrys shapingensis",26,52
"Anura","Megophryidae","Megophrys shuichengensis",26,52
"Anura","Megophryidae","Megophrys sp",28,48
"Anura","Megophryidae","Megophrys sp",26,44
"Anura","Megophryidae","Megophrys wuliangshanensis",26,52
"Anura","Megophryidae","Megophrys wuliangshanensis",30,56
"Anura","Megophryidae","Ophryophryne pachyprocta",26,52
"Anura","Megophryidae","Oreolalax chuanbeiensis",26,52
"Anura","Megophryidae","Oreolalax granulosus",26,52
"Anura","Megophryidae","Oreolalax jingdongensis",26,52
"Anura","Megophryidae","Oreolalax liangbeiensis",26,52
"Anura","Megophryidae","Oreolalax liangbeiensis",28,52
"Anura","Megophryidae","Oreolalax lichuanensis",26,52
"Anura","Megophryidae","Oreolalax major",26,52
"Anura","Megophryidae","Oreolalax omeimontis",26,52
"Anura","Megophryidae","Oreolalax pingii",26,52
"Anura","Megophryidae","Oreolalax popei",26,52
"Anura","Megophryidae","Oreolalax rhodostigmatus",26,52
"Anura","Megophryidae","Oreolalax rugosus",26,52
"Anura","Megophryidae","Oreolalax schmidti",26,50
"Anura","Megophryidae","Oreolalax xiangchengensis",26,52
"Anura","Megophryidae","Scutiger boulengeri",26,52
"Anura","Megophryidae","Scutiger glandulatus",26,52
"Anura","Megophryidae","Scutiger pingwuensis",26,52
"Anura","Megophryidae","Scutiger tuberculatus",26,52
"Anura","Microhylidae","Anodonthyla boulengerii",26,52
"Anura","Microhylidae","Anodonthyla montana",26,52
"Anura","Microhylidae","Aphantophryne pansa",52,NA
"Anura","Microhylidae","Aphantophryne pansa",52,NA
"Anura","Microhylidae","Arcovomer passarellii",22,42
"Anura","Microhylidae","Asterophrys sp",26,52
"Anura","Microhylidae","Austrochaperina palmipes",26,NA
"Anura","Microhylidae","Austrochaperina robusta",26,52
"Anura","Microhylidae","Barygenys atra",26,NA
"Anura","Microhylidae","Barygenys flavigularis",32,NA
"Anura","Microhylidae","Callulops stictogaster",26,NA
"Anura","Microhylidae","Chiasmocleis bicegoi",24,46
"Anura","Microhylidae","Chiasmocleis leucosticta",48,NA
"Anura","Microhylidae","Choerophryne variegata",26,NA
"Anura","Microhylidae","Cophixalus cryptotympanum",26,52
"Anura","Microhylidae","Cophixalus kaindiensis",26,NA
"Anura","Microhylidae","Cophixalus parkeri",26,NA
"Anura","Microhylidae","Cophixalus riparius",26,52
"Anura","Microhylidae","Cophixalus shellyi",26,NA
"Anura","Microhylidae","Cophixalus sphagnicola",26,NA
"Anura","Microhylidae","Cophyla barbouri ",26,NA
"Anura","Microhylidae","Cophyla barbouri ",26,48
"Anura","Microhylidae","Cophyla cowanii",26,NA
"Anura","Microhylidae","Cophyla grandis",26,50
"Anura","Microhylidae","Cophyla pollicaris",26,50
"Anura","Microhylidae","Cophyla tuberifera",26,50
"Anura","Microhylidae","Copiula fistulans",26,NA
"Anura","Microhylidae","Copiula oxyrhina",26,NA
"Anura","Microhylidae","Ctenophryne aequatorialis",26,52
"Anura","Microhylidae","Ctenophryne aterrima",26,NA
"Anura","Microhylidae","Dermatonotus muelleri",22,42
"Anura","Microhylidae","Dyscophus antongilii",26,52
"Anura","Microhylidae","Dyscophus guineti",26,52
"Anura","Microhylidae","Dyscophus insularis",26,52
"Anura","Microhylidae","Dyscophus sp",26,52
"Anura","Microhylidae","Elachistocleis ovalis",22,42
"Anura","Microhylidae","Gastrophryne carolinensis",22,42
"Anura","Microhylidae","Gastrophryne olivacea",22,42
"Anura","Microhylidae","Glyphoglossus yunnanensis",26,52
"Anura","Microhylidae","Hamptophryne boliviana",22,42
"Anura","Microhylidae","Hylophorbus rufescens",26,52
"Anura","Microhylidae","Hypopachus barberi",22,42
"Anura","Microhylidae","Hypopachus variolosus",22,NA
"Anura","Microhylidae","Kalophrynus interlineatus",26,52
"Anura","Microhylidae","Kalophrynus pleurostigma",26,NA
"Anura","Microhylidae","Kaloula borealis",28,NA
"Anura","Microhylidae","Kaloula borealis",28,56
"Anura","Microhylidae","Kaloula picta",28,56
"Anura","Microhylidae","Kaloula pulchra",24,48
"Anura","Microhylidae","Kaloula pulchra",28,56
"Anura","Microhylidae","Kaloula rugifera",28,54
"Anura","Microhylidae","Kaloula verrucosa",28,56
"Anura","Microhylidae","Mantophryne lateralis",26,NA
"Anura","Microhylidae","Microhyla butleri",22,44
"Anura","Microhylidae","Microhyla fissipes",24,48
"Anura","Microhylidae","Microhyla heymonsi",24,48
"Anura","Microhylidae","Microhyla mixtura",24,48
"Anura","Microhylidae","Microhyla mymensinghensis",24,48
"Anura","Microhylidae","Microhyla ornata",26,52
"Anura","Microhylidae","Microhyla ornata",24,NA
"Anura","Microhylidae","Microhyla pulchra",24,48
"Anura","Microhylidae","Microhyla rubra",26,NA
"Anura","Microhylidae","Micryletta inornata",26,52
"Anura","Microhylidae","Oreophryne biroi",26,NA
"Anura","Microhylidae","Oreophryne brachypus",26,NA
"Anura","Microhylidae","Oreophryne cf anulata",22,44
"Anura","Microhylidae","Otophryne robusta",26,52
"Anura","Microhylidae","Phrynomantis bifasciatus",26,52
"Anura","Microhylidae","Plethodontohyla alluaudi",26,NA
"Anura","Microhylidae","Plethodontohyla alluaudi",26,50
"Anura","Microhylidae","Plethodontohyla notosticta",26,48
"Anura","Microhylidae","Plethodontohyla tuberata",26,48
"Anura","Microhylidae","Scaphiophryne gottlebei",52,NA
"Anura","Microhylidae","Scaphiophryne madagascariensis",26,NA
"Anura","Microhylidae","Sphenophryne brevicrus",26,NA
"Anura","Microhylidae","Sphenophryne cornuta",26,NA
"Anura","Microhylidae","Sphenophryne rhododactyla",26,NA
"Anura","Microhylidae","Stereocyclops incrassatus",22,42
"Anura","Microhylidae","Uperodon globulosus",26,52
"Anura","Microhylidae","Uperodon montanus",26,52
"Anura","Microhylidae","Uperodon rohani",26,NA
"Anura","Microhylidae","Uperodon systoma",26,NA
"Anura","Myobatrachidae","Arenophryne rotunda",24,48
"Anura","Myobatrachidae","Assa darlingtoni",24,48
"Anura","Myobatrachidae","Crinia bilingua",24,48
"Anura","Myobatrachidae","Crinia bilingua",24,48
"Anura","Myobatrachidae","Crinia georgiana",24,48
"Anura","Myobatrachidae","Crinia glauerti",24,48
"Anura","Myobatrachidae","Crinia insignifera",24,48
"Anura","Myobatrachidae","Crinia insignifera",24,NA
"Anura","Myobatrachidae","Crinia parinsignifera",24,48
"Anura","Myobatrachidae","Crinia pseudinsignifera",24,48
"Anura","Myobatrachidae","Crinia remota",24,48
"Anura","Myobatrachidae","Crinia riparia",24,48
"Anura","Myobatrachidae","Crinia signifera",24,48
"Anura","Myobatrachidae","Crinia sloanei",24,48
"Anura","Myobatrachidae","Crinia tasmaniensis",24,48
"Anura","Myobatrachidae","Geocrinia laevis",24,NA
"Anura","Myobatrachidae","Geocrinia leai",24,48
"Anura","Myobatrachidae","Geocrinia lutea",24,48
"Anura","Myobatrachidae","Geocrinia rosea",24,48
"Anura","Myobatrachidae","Geocrinia victoriana",24,48
"Anura","Myobatrachidae","Metacrinia nichollsi",24,48
"Anura","Myobatrachidae","Mixophyes balbus",24,48
"Anura","Myobatrachidae","Mixophyes fasciolatus",24,48
"Anura","Myobatrachidae","Mixophyes iteratus",24,48
"Anura","Myobatrachidae","Mixophyes schevilli",24,48
"Anura","Myobatrachidae","Myobatrachus gouldii",24,48
"Anura","Myobatrachidae","Paracrinia haswelli",24,48
"Anura","Myobatrachidae","Pseudophryne australis",24,48
"Anura","Myobatrachidae","Pseudophryne bibronii",24,48
"Anura","Myobatrachidae","Pseudophryne coriacea",24,48
"Anura","Myobatrachidae","Pseudophryne corroboree",24,48
"Anura","Myobatrachidae","Pseudophryne dendyi",24,48
"Anura","Myobatrachidae","Pseudophryne guentheri",24,48
"Anura","Myobatrachidae","Pseudophryne major",24,48
"Anura","Myobatrachidae","Pseudophryne occidentalis",24,48
"Anura","Myobatrachidae","Pseudophryne semimarmorata",24,48
"Anura","Myobatrachidae","Rheobatrachus silus",24,42
"Anura","Myobatrachidae","Rheobatrachus vitellinus",24,40
"Anura","Myobatrachidae","Taudactylus acutirostris",24,48
"Anura","Myobatrachidae","Taudactylus diurnus",24,48
"Anura","Myobatrachidae","Taudactylus eungellensis",24,48
"Anura","Myobatrachidae","Taudactylus liemi",24,48
"Anura","Myobatrachidae","Taudactylus rheophilus",24,48
"Anura","Myobatrachidae","Uperoleia crassa",24,48
"Anura","Myobatrachidae","Uperoleia glandulosa",24,48
"Anura","Myobatrachidae","Uperoleia inundata",24,48
"Anura","Myobatrachidae","Uperoleia laevigata",24,48
"Anura","Myobatrachidae","Uperoleia lithomoda",24,48
"Anura","Myobatrachidae","Uperoleia marmorata",24,48
"Anura","Myobatrachidae","Uperoleia rugosa",24,48
"Anura","Odontobatrachidae","Odontobatrachus natator",26,52
"Anura","Odontophrynidae","Macrogenioglottus alipioi",22,44
"Anura","Odontophrynidae","Odontophrynus americanus",22,44
"Anura","Odontophrynidae","Odontophrynus americanus",50,NA
"Anura","Odontophrynidae","Odontophrynus americanus",42,NA
"Anura","Odontophrynidae","Odontophrynus americanus",44,88
"Anura","Odontophrynidae","Odontophrynus barrioi",22,NA
"Anura","Odontophrynidae","Odontophrynus carvalhoi",22,44
"Anura","Odontophrynidae","Odontophrynus cordobae",44,NA
"Anura","Odontophrynidae","Odontophrynus cordobae sp. nov.",22,NA
"Anura","Odontophrynidae","Odontophrynus cultripes",22,44
"Anura","Odontophrynidae","Odontophrynus juquinha",22,44
"Anura","Odontophrynidae","Odontophrynus maisuma",22,44
"Anura","Odontophrynidae","Odontophrynus occidentalis",22,44
"Anura","Odontophrynidae","Proceratophrys appendiculata",22,44
"Anura","Odontophrynidae","Proceratophrys boiei",22,44
"Anura","Pelobatidae","Pelobates cultripes",26,52
"Anura","Pelobatidae","Pelobates fuscus",26,52
"Anura","Pelobatidae","Pelobates syriacus",26,52
"Anura","Pelobatidae","Pelobates vespertinus",26,52
"Anura","Pelobatidae","Pelodytes caucasicus",24,48
"Anura","Pelobatidae","Pelodytes punctatus",24,48
"Anura","Pelodryadidae","Litoria adelaidensis",26,52
"Anura","Pelodryadidae","Litoria amboinensis",26,NA
"Anura","Pelodryadidae","Litoria angiana",30,NA
"Anura","Pelodryadidae","Litoria angiana",26,NA
"Anura","Pelodryadidae","Litoria arfakiana",26,NA
"Anura","Pelodryadidae","Litoria bicolor",26,52
"Anura","Pelodryadidae","Litoria congenita",26,NA
"Anura","Pelodryadidae","Litoria contrastens",26,NA
"Anura","Pelodryadidae","Litoria cooloolensis",26,52
"Anura","Pelodryadidae","Litoria coplandi",26,52
"Anura","Pelodryadidae","Litoria darlingtoni",26,NA
"Anura","Pelodryadidae","Litoria dentata",26,52
"Anura","Pelodryadidae","Litoria ewingii",26,52
"Anura","Pelodryadidae","Litoria fallax",26,52
"Anura","Pelodryadidae","Litoria freycineti",26,52
"Anura","Pelodryadidae","Litoria inermis",26,52
"Anura","Pelodryadidae","Litoria jervisiensis",26,52
"Anura","Pelodryadidae","Litoria latopalmata",26,52
"Anura","Pelodryadidae","Litoria meiriana",26,52
"Anura","Pelodryadidae","Litoria microbelos",26,52
"Anura","Pelodryadidae","Litoria modica",26,52
"Anura","Pelodryadidae","Litoria nasuta",26,52
"Anura","Pelodryadidae","Litoria nigrofrenata",26,52
"Anura","Pelodryadidae","Litoria nigropunctata",26,NA
"Anura","Pelodryadidae","Litoria olongburensis",26,52
"Anura","Pelodryadidae","Litoria pallida",26,52
"Anura","Pelodryadidae","Litoria peronii",26,52
"Anura","Pelodryadidae","Litoria personata",26,52
"Anura","Pelodryadidae","Litoria pygmaea",26,NA
"Anura","Pelodryadidae","Litoria rothii",26,52
"Anura","Pelodryadidae","Litoria rubella",26,52
"Anura","Pelodryadidae","Litoria thesaurensis",26,NA
"Anura","Pelodryadidae","Litoria timida",26,NA
"Anura","Pelodryadidae","Litoria tornieri",26,52
"Anura","Pelodryadidae","Litoria tyleri",26,52
"Anura","Pelodryadidae","Litoria vocivincens",26,NA
"Anura","Pelodryadidae","Litoria wollastoni",26,NA
"Anura","Pelodryadidae","Litoria wotjulumensis",26,52
"Anura","Pelodryadidae","Nyctimystes cheesmani",26,NA
"Anura","Pelodryadidae","Nyctimystes cheesmani",26,NA
"Anura","Pelodryadidae","Nyctimystes daymani",26,NA
"Anura","Pelodryadidae","Nyctimystes foricula",26,NA
"Anura","Pelodryadidae","Nyctimystes humeralis",26,NA
"Anura","Pelodryadidae","Nyctimystes infrafrenatus",24,48
"Anura","Pelodryadidae","Nyctimystes kubori",26,NA
"Anura","Pelodryadidae","Nyctimystes papua",26,NA
"Anura","Pelodryadidae","Nyctimystes pulcher",26,NA
"Anura","Pelodryadidae","Nyctimystes semipalmatus",26,NA
"Anura","Pelodryadidae","Ranoidea alboguttata",26,52
"Anura","Pelodryadidae","Ranoidea aurea",26,52
"Anura","Pelodryadidae","Ranoidea australis",26,52
"Anura","Pelodryadidae","Ranoidea barringtonensis",26,52
"Anura","Pelodryadidae","Ranoidea becki",26,NA
"Anura","Pelodryadidae","Ranoidea booroolongensis",26,NA
"Anura","Pelodryadidae","Ranoidea brevipes",26,52
"Anura","Pelodryadidae","Ranoidea caerulea",26,52
"Anura","Pelodryadidae","Ranoidea chloris",26,52
"Anura","Pelodryadidae","Ranoidea citropa",26,52
"Anura","Pelodryadidae","Ranoidea cryptotis",26,52
"Anura","Pelodryadidae","Ranoidea dahlii",26,52
"Anura","Pelodryadidae","Ranoidea dayi",26,52
"Anura","Pelodryadidae","Ranoidea eucnemis",26,52
"Anura","Pelodryadidae","Ranoidea genimaculata",26,52
"Anura","Pelodryadidae","Ranoidea gracilenta",26,52
"Anura","Pelodryadidae","Ranoidea impura",26,NA
"Anura","Pelodryadidae","Ranoidea jungguy",26,NA
"Anura","Pelodryadidae","Ranoidea lesueurii",26,52
"Anura","Pelodryadidae","Ranoidea longipes",26,52
"Anura","Pelodryadidae","Ranoidea maini",26,52
"Anura","Pelodryadidae","Ranoidea moorei",26,52
"Anura","Pelodryadidae","Ranoidea nannotis",26,52
"Anura","Pelodryadidae","Ranoidea novaehollandiae",26,52
"Anura","Pelodryadidae","Ranoidea nyakalensis",26,52
"Anura","Pelodryadidae","Ranoidea pearsoniana",26,52
"Anura","Pelodryadidae","Ranoidea phyllochroa",26,52
"Anura","Pelodryadidae","Ranoidea platycephala",26,52
"Anura","Pelodryadidae","Ranoidea raniformis",26,52
"Anura","Pelodryadidae","Ranoidea rheocola",26,52
"Anura","Pelodryadidae","Ranoidea serrata",26,52
"Anura","Pelodryadidae","Ranoidea subglandulosa",26,52
"Anura","Pelodryadidae","Ranoidea vagitus",26,52
"Anura","Pelodryadidae","Ranoidea verrucosa",26,52
"Anura","Pelodryadidae","Ranoidea wilcoxii",26,NA
"Anura","Petropedetidae","Petropedetes cameronensis",26,52
"Anura","Petropedetidae","Petropedetes sp",26,NA
"Anura","Phrynobatrachidae","Phrynobatrachus acridoides",18,36
"Anura","Phrynobatrachidae","Phrynobatrachus africanus",24,36
"Anura","Phrynobatrachidae","Phrynobatrachus calcaratus",16,32
"Anura","Phrynobatrachidae","Phrynobatrachus gutturosus",16,32
"Anura","Phrynobatrachidae","Phrynobatrachus latifrons",16,32
"Anura","Phrynobatrachidae","Phrynobatrachus natalensis",18,36
"Anura","Phrynobatrachidae","Phrynobatrachus sp",20,40
"Anura","Phyllomedusidae","Agalychnis annae",26,NA
"Anura","Phyllomedusidae","Agalychnis callidryas",26,NA
"Anura","Phyllomedusidae","Agalychnis dacnicolor",26,52
"Anura","Phyllomedusidae","Agalychnis lemur",26,NA
"Anura","Phyllomedusidae","Cruziohyla calcarifer",26,NA
"Anura","Phyllomedusidae","Cruziohyla calcarifer",26,NA
"Anura","Phyllomedusidae","Phasmahyla cochranae",26,52
"Anura","Phyllomedusidae","Phyllomedusa bahiana",26,NA
"Anura","Phyllomedusidae","Phyllomedusa boliviana",26,NA
"Anura","Phyllomedusidae","Phyllomedusa burmeisteri",26,52
"Anura","Phyllomedusidae","Phyllomedusa burmeisteri",52,104
"Anura","Phyllomedusidae","Phyllomedusa camba",26,52
"Anura","Phyllomedusidae","Phyllomedusa distincta",26,52
"Anura","Phyllomedusidae","Phyllomedusa sauvagii",26,NA
"Anura","Phyllomedusidae","Phyllomedusa tarsius",26,52
"Anura","Phyllomedusidae","Phyllomedusa tetraploidea",52,NA
"Anura","Phyllomedusidae","Phyllomedusa trinitatis",26,48
"Anura","Phyllomedusidae","Phyllomedusa venusta",26,NA
"Anura","Phyllomedusidae","Pithecopus hypochondrialis",26,NA
"Anura","Phyllomedusidae","Pithecopus nordestinus",26,NA
"Anura","Phyllomedusidae","Pithecopus palliatus",26,52
"Anura","Phyllomedusidae","Pithecopus rohdei",26,52
"Anura","Pipidae","Hymenochirus boettgeri",24,NA
"Anura","Pipidae","Pipa carvalhoi",20,NA
"Anura","Pipidae","Pipa parva",30,30
"Anura","Pipidae","Pipa pipa",22,30
"Anura","Pipidae","Xenopus allofraseri",36,NA
"Anura","Pipidae","Xenopus amieti",72,NA
"Anura","Pipidae","Xenopus andrei",72,NA
"Anura","Pipidae","Xenopus borealis",36,NA
"Anura","Pipidae","Xenopus boumbaensis",72,NA
"Anura","Pipidae","Xenopus calcaratus",40,NA
"Anura","Pipidae","Xenopus cf. boumbaensis",108,NA
"Anura","Pipidae","Xenopus clivii",36,72
"Anura","Pipidae","Xenopus epitropicalis",40,72
"Anura","Pipidae","Xenopus eysoole",108,NA
"Anura","Pipidae","Xenopus fischbergi",36,NA
"Anura","Pipidae","Xenopus fraseri",36,72
"Anura","Pipidae","Xenopus gilli",36,72
"Anura","Pipidae","Xenopus itombwensis",72,NA
"Anura","Pipidae","Xenopus kobeli",108,NA
"Anura","Pipidae","Xenopus laevis",36,NA
"Anura","Pipidae","Xenopus largeni",36,NA
"Anura","Pipidae","Xenopus lenduensis",72,NA
"Anura","Pipidae","Xenopus longipes",108,NA
"Anura","Pipidae","Xenopus mellotropicalis",40,NA
"Anura","Pipidae","Xenopus muelleri",36,72
"Anura","Pipidae","Xenopus parafraseri",36,NA
"Anura","Pipidae","Xenopus petersii",36,NA
"Anura","Pipidae","Xenopus petersii",36,72
"Anura","Pipidae","Xenopus poweri",36,NA
"Anura","Pipidae","Xenopus poweri",36,NA
"Anura","Pipidae","Xenopus pygmaeus",36,NA
"Anura","Pipidae","Xenopus ruwenzoriensis",108,216
"Anura","Pipidae","Xenopus sp.nov X",72,NA
"Anura","Pipidae","Xenopus tropicalis",20,40
"Anura","Pipidae","Xenopus tropicalis",NA,NA
"Anura","Pipidae","Xenopus tropicalis",NA,NA
"Anura","Pipidae","Xenopus tropicalis",30,NA
"Anura","Pipidae","Xenopus vestitus",72,144
"Anura","Pipidae","Xenopus victorianus",72,NA
"Anura","Pipidae","Xenopus victorianus",36,NA
"Anura","Pipidae","Xenopus victorianus",36,72
"Anura","Ptychadenidae","Ptychadena anchietae",24,48
"Anura","Ptychadenidae","Ptychadena cooperi",24,NA
"Anura","Ptychadenidae","Ptychadena erlangeri",24,48
"Anura","Ptychadenidae","Ptychadena mascareniensis",24,48
"Anura","Ptychadenidae","Ptychadena perreti",24,48
"Anura","Ptychadenidae","Ptychadena sp",24,NA
"Anura","Pyxicephalidae","Amietia angolensis",26,52
"Anura","Pyxicephalidae","Amietia fuscigula",26,52
"Anura","Pyxicephalidae","Anhydrophryne rattrayi",26,NA
"Anura","Pyxicephalidae","Poyntonia paludicola",24,NA
"Anura","Pyxicephalidae","Pyxicephalus adspersus",26,48
"Anura","Pyxicephalidae","Tomopterna delalandii",26,52
"Anura","Pyxicephalidae","Tomopterna delalandii",52,104
"Anura","Pyxicephalidae","Tomopterna tandyi",52,NA
"Anura","Ranidae","Amnirana albolabris",26,NA
"Anura","Ranidae","Amnirana nicobariensis",26,NA
"Anura","Ranidae","Amolops granulosus",26,NA
"Anura","Ranidae","Amolops granulosus",26,52
"Anura","Ranidae","Amolops granulosus",27,NA
"Anura","Ranidae","Amolops hongkongensis",26,52
"Anura","Ranidae","Amolops jinjiangensis",26,NA
"Anura","Ranidae","Amolops liangshanensis",26,NA
"Anura","Ranidae","Amolops lifanensis",26,52
"Anura","Ranidae","Amolops loloensis",26,52
"Anura","Ranidae","Amolops mantzorum",26,NA
"Anura","Ranidae","Amolops mantzorum",26,52
"Anura","Ranidae","Amolops mantzorum",27,54
"Anura","Ranidae","Amolops panhai",26,52
"Anura","Ranidae","Amolops ricketti",26,52
"Anura","Ranidae","Amolops tuberodepressus",26,NA
"Anura","Ranidae","Amolops viridimaculatus",26,52
"Anura","Ranidae","Amolops wuyiensis",26,52
"Anura","Ranidae","Babina holsti",26,52
"Anura","Ranidae","Babina subaspera",26,52
"Anura","Ranidae","Chalcorana chalconota",26,NA
"Anura","Ranidae","Clinotarsus curtipes",26,NA
"Anura","Ranidae","Glandirana emeljanovi",26,50
"Anura","Ranidae","Glandirana minima",26,52
"Anura","Ranidae","Glandirana rugosa",26,52
"Anura","Ranidae","Glandirana rugosa",39,NA
"Anura","Ranidae","Glandirana tientaiensis",26,52
"Anura","Ranidae","Hydrophylax malabaricus",26,NA
"Anura","Ranidae","Hylarana erythraea",26,52
"Anura","Ranidae","Hylarana lateralis",26,52
"Anura","Ranidae","Hylarana latouchii",26,52
"Anura","Ranidae","Hylarana narina",26,52
"Anura","Ranidae","Hylarana sp",26,52
"Anura","Ranidae","Hylarana taipehensis",26,52
"Anura","Ranidae","Indosylvirana milleti",26,52
"Anura","Ranidae","Indosylvirana temporalis",26,NA
"Anura","Ranidae","Lithobates areolatus",26,52
"Anura","Ranidae","Lithobates blairi",26,52
"Anura","Ranidae","Lithobates catesbeianus",26,52
"Anura","Ranidae","Lithobates chiricahuensis",26,NA
"Anura","Ranidae","Lithobates chiricahuensis x pipiens",36,NA
"Anura","Ranidae","Lithobates clamitans",26,52
"Anura","Ranidae","Lithobates forreri",26,NA
"Anura","Ranidae","Lithobates magnaocularis",26,NA
"Anura","Ranidae","Lithobates palmipes",26,52
"Anura","Ranidae","Lithobates palustris",26,52
"Anura","Ranidae","Lithobates pipiens",39,NA
"Anura","Ranidae","Lithobates pipiens",26,52
"Anura","Ranidae","Lithobates septentrionalis",26,52
"Anura","Ranidae","Lithobates sphenocephalus",26,52
"Anura","Ranidae","Lithobates sylvaticus",26,NA
"Anura","Ranidae","Lithobates vibicarius",26,NA
"Anura","Ranidae","Lithobates virgatipes",26,52
"Anura","Ranidae","Lithobates warszewitschii",26,NA
"Anura","Ranidae","Nidirana adenopleura",26,52
"Anura","Ranidae","Nidirana daunchina",26,52
"Anura","Ranidae","Nidirana okinavana",26,52
"Anura","Ranidae","Nidirana pleuraden",26,52
"Anura","Ranidae","Odorrana andersoni",26,52
"Anura","Ranidae","Odorrana exiliversabilis",26,52
"Anura","Ranidae","Odorrana grahami",26,52
"Anura","Ranidae","Odorrana hainanensis",26,52
"Anura","Ranidae","Odorrana ishikawae",26,52
"Anura","Ranidae","Odorrana jingdongensis",26,52
"Anura","Ranidae","Odorrana junlianensis",26,52
"Anura","Ranidae","Odorrana kuangwuensis",26,52
"Anura","Ranidae","Odorrana livida",26,52
"Anura","Ranidae","Odorrana margaretae",26,52
"Anura","Ranidae","Odorrana narina",26,52
"Anura","Ranidae","Odorrana nasuta",26,52
"Anura","Ranidae","Odorrana schmackeri",26,52
"Anura","Ranidae","Odorrana swinhoana",26,52
"Anura","Ranidae","Odorrana versabilis",26,NA
"Anura","Ranidae","Odorrana wuchuanensis",26,52
"Anura","Ranidae","Papurana daemeli",26,52
"Anura","Ranidae","Papurana garritor",26,52
"Anura","Ranidae","Papurana grisea",26,52
"Anura","Ranidae","Papurana papua",26,NA
"Anura","Ranidae","Pelophylax bedriagae",26,52
"Anura","Ranidae","Pelophylax chosenicus",26,NA
"Anura","Ranidae","Pelophylax fukienensis",26,52
"Anura","Ranidae","Pelophylax hubeiensis",26,52
"Anura","Ranidae","Pelophylax lessonae",52,NA
"Anura","Ranidae","Pelophylax lessonae",39,NA
"Anura","Ranidae","Pelophylax lessonae",26,52
"Anura","Ranidae","Pelophylax lessonae",26,52
"Anura","Ranidae","Pelophylax lessonae",26,NA
"Anura","Ranidae","Pelophylax lessonae",39,NA
"Anura","Ranidae","Pelophylax lessonae",52,NA
"Anura","Ranidae","Pelophylax lessonae",65,NA
"Anura","Ranidae","Pelophylax nigromaculatus",39,NA
"Anura","Ranidae","Pelophylax nigromaculatus",52,NA
"Anura","Ranidae","Pelophylax nigromaculatus",78,NA
"Anura","Ranidae","Pelophylax nigromaculatus",26,52
"Anura","Ranidae","Pelophylax plancyi",26,52
"Anura","Ranidae","Pelophylax porosus",26,NA
"Anura","Ranidae","Pelophylax porosus",26,52
"Anura","Ranidae","Pelophylax ridibundus",26,52
"Anura","Ranidae","Pelophylax saharicus",26,52
"Anura","Ranidae","Pelophylax sp",26,52
"Anura","Ranidae","Pelophylax terentievi",26,52
"Anura","Ranidae","Pseudorana weiningensis",26,52
"Anura","Ranidae","Rana amurensis",26,52
"Anura","Ranidae","Rana amurensis coreana",26,NA
"Anura","Ranidae","Rana arvalis",24,48
"Anura","Ranidae","Rana arvalis",24,48
"Anura","Ranidae","Rana asiatica",26,52
"Anura","Ranidae","Rana aurora",26,52
"Anura","Ranidae","Rana aurora draytoni",26,NA
"Anura","Ranidae","Rana boylii",26,52
"Anura","Ranidae","Rana cascadae",26,52
"Anura","Ranidae","Rana chaochiaoensis",26,52
"Anura","Ranidae","Rana chensinensis",24,48
"Anura","Ranidae","Rana chensinensis",24,48
"Anura","Ranidae","Rana coreana",26,NA
"Anura","Ranidae","Rana dalmatina",26,52
"Anura","Ranidae","Rana dybowskii",24,48
"Anura","Ranidae","Rana graeca",26,52
"Anura","Ranidae","Rana hanluica",26,52
"Anura","Ranidae","Rana huanrenensis",24,48
"Anura","Ranidae","Rana iberica",26,52
"Anura","Ranidae","Rana italica",26,NA
"Anura","Ranidae","Rana japonica",26,52
"Anura","Ranidae","Rana japonica",39,NA
"Anura","Ranidae","Rana japonica chaochiaoensis",26,NA
"Anura","Ranidae","Rana kukunoris",24,48
"Anura","Ranidae","Rana latastei",26,52
"Anura","Ranidae","Rana longicrus",26,52
"Anura","Ranidae","Rana macrocnemis",26,52
