"Order","Family","Species","Diploid.number","Fundamental.number"
"Anura","Allophrynidae","Allophryne ruthveni",20,40
"Anura","Alsodidae","Alsodes aff vittatus",26,52
"Anura","Alsodidae","Alsodes barrioi",34,56
"Anura","Alsodidae","Alsodes coppingeri",26,52
"Anura","Alsodidae","Alsodes gargola",26,52
"Anura","Alsodidae","Alsodes hugoi",26,NA
"Anura","Alsodidae","Alsodes igneus",26,NA
"Anura","Alsodidae","Alsodes montanus",26,52
"Anura","Alsodidae","Alsodes monticola",26,52
"Anura","Alsodidae","Alsodes neuquensis",26,NA
"Anura","Alsodidae","Alsodes nodosus",22,44
"Anura","Alsodidae","Alsodes norae",30,52
"Anura","Alsodidae","Alsodes pehuenche",26,52
"Anura","Alsodidae","Alsodes tumultuosus",26,52
"Anura","Alsodidae","Alsodes vanzolinii",26,50
"Anura","Alsodidae","Alsodes vanzolinii",26,52
"Anura","Alsodidae","Alsodes verrucosus",26,52
"Anura","Alsodidae","Alsodes vittatus",28,NA
"Anura","Alsodidae","Eupsophus calcaratus",30,46
"Anura","Alsodidae","Eupsophus emiliopugini",28,56
"Anura","Alsodidae","Eupsophus insularis",30,44
"Anura","Alsodidae","Eupsophus migueli",30,44
"Anura","Alsodidae","Eupsophus roseus",30,44
"Anura","Alsodidae","Eupsophus roseus",30,46
"Anura","Alsodidae","Eupsophus roseus",30,44
"Anura","Alsodidae","Eupsophus vertebralis",42,56
"Anura","Alsodidae","Limnomedusa macroglossa",26,NA
"Anura","Alytidae","Alytes cisternasii",38,50
"Anura","Alytidae","Alytes muletensis",38,60
"Anura","Alytidae","Alytes obstetricans",38,NA
"Anura","Alytidae","Discoglossus galganoi galganoi",28,56
"Anura","Alytidae","Discoglossus jeanneae",28,56
"Anura","Alytidae","Discoglossus montalentii",28,56
"Anura","Alytidae","Discoglossus pictus",28,54
"Anura","Alytidae","Discoglossus pictus auritus",28,NA
"Anura","Alytidae","Discoglossus pictus pictus",28,56
"Anura","Alytidae","Discoglossus sardus",28,56
"Anura","Aromobatidae","Allobates brunneus",24,46
"Anura","Aromobatidae","Allobates caeruleodactylus",22,NA
"Anura","Aromobatidae","Allobates chalcopis",22,44
"Anura","Aromobatidae","Allobates femoralis",24,48
"Anura","Aromobatidae","Allobates marchesianus",22,NA
"Anura","Aromobatidae","Allobates nidicola",22,44
"Anura","Aromobatidae","Allobates olfersioides",24,48
"Anura","Aromobatidae","Allobates talamancae",24,48
"Anura","Aromobatidae","Anomaloglossus stepheni",24,46
"Anura","Aromobatidae","Aromobates leopardalis",24,48
"Anura","Aromobatidae","Mannophryne herminae",24,48
"Anura","Aromobatidae","Mannophryne neblina",24,48
"Anura","Aromobatidae","Mannophryne olmonae",24,48
"Anura","Aromobatidae","Mannophryne trinitatis",24,48
"Anura","Aromobatidae","Mannophryne trinitatis",24,NA
"Anura","Aromobatidae","Rheobates palmatus",24,48
"Anura","Arthroleptidae","Arthroleptis adolfifriederici",14,NA
"Anura","Arthroleptidae","Arthroleptis poecilonotus",14,28
"Anura","Arthroleptidae","Arthroleptis sp",14,28
"Anura","Arthroleptidae","Arthroleptis stenodactylus",14,28
"Anura","Arthroleptidae","Astylosternus diadematus",54,68
"Anura","Arthroleptidae","Cardioglossa gracilis",16,32
"Anura","Arthroleptidae","Cardioglossa leucomystax",18,32
"Anura","Arthroleptidae","Leptopelis aubryi",22,44
"Anura","Arthroleptidae","Leptopelis bocagii",22,44
"Anura","Arthroleptidae","Leptopelis boulengeri",22,44
"Anura","Arthroleptidae","Leptopelis calcaratus",24,46
"Anura","Arthroleptidae","Leptopelis concolor",24,NA
"Anura","Arthroleptidae","Leptopelis gramineus",24,48
"Anura","Arthroleptidae","Leptopelis palmatus",24,46
"Anura","Arthroleptidae","Leptopelis parkeri",30,40
"Anura","Arthroleptidae","Leptopelis vermiculatus",24,46
"Anura","Arthroleptidae","Leptopelis viridis",24,44
"Anura","Arthroleptidae","Leptopelis viridis",22,44
"Anura","Arthroleptidae","Nyctibates corrugatus",28,56
"Anura","Ascaphidae","Ascaphus truei",44,NA
"Anura","Ascaphidae","Ascaphus truei",46,56
"Anura","Batrachylidae","Atelognathus nitoi",26,NA
"Anura","Batrachylidae","Atelognathus patagonicus",26,NA
"Anura","Batrachylidae","Atelognathus praebasalticus",26,NA
"Anura","Batrachylidae","Atelognathus reverberii",26,NA
"Anura","Batrachylidae","Batrachyla antartandica",26,50
"Anura","Batrachylidae","Batrachyla leptopus",26,52
"Anura","Batrachylidae","Batrachyla nibaldoi",26,50
"Anura","Batrachylidae","Batrachyla taeniata",26,50
"Anura","Batrachylidae","Hylorina sylvatica",26,NA
"Anura","Bombinatoridae","Bombina bombina",24,48
"Anura","Bombinatoridae","Bombina maxima",28,56
"Anura","Bombinatoridae","Bombina microdeladigitora",28,56
"Anura","Bombinatoridae","Bombina orientalis",24,48
"Anura","Bombinatoridae","Bombina pachypus",24,48
"Anura","Bombinatoridae","Bombina variegata",24,48
"Anura","Brachycephalidae","Brachycephalus ephippium",22,44
"Anura","Brachycephalidae","Ischnocnema guentheri",22,44
"Anura","Brachycephalidae","Ischnocnema holti",20,NA
"Anura","Brachycephalidae","Ischnocnema holti",20,38
"Anura","Brachycephalidae","Ischnocnema juipoca",22,40
"Anura","Brachycephalidae","Ischnocnema lactea",20,40
"Anura","Brachycephalidae","Ischnocnema lactea",20,NA
"Anura","Brevicipitidae","Breviceps gibbosus",24,48
"Anura","Brevicipitidae","Callulina kreffti",24,NA
"Anura","Bufonidae","Altiphrynoides malcolmi",22,NA
"Anura","Bufonidae","Altiphrynoides osgoodi",22,NA
"Anura","Bufonidae","Anaxyrus americanus",22,44
"Anura","Bufonidae","Anaxyrus boreas",22,NA
"Anura","Bufonidae","Anaxyrus boreas",22,44
"Anura","Bufonidae","Anaxyrus boreas",22,NA
"Anura","Bufonidae","Anaxyrus canorus",22,44
"Anura","Bufonidae","Anaxyrus cognatus",22,44
"Anura","Bufonidae","Anaxyrus compactilis",22,44
"Anura","Bufonidae","Anaxyrus debilis",22,44
"Anura","Bufonidae","Anaxyrus fowleri",22,44
"Anura","Bufonidae","Anaxyrus hemiophrys",22,44
"Anura","Bufonidae","Anaxyrus houstonensis",21,NA
"Anura","Bufonidae","Anaxyrus houstonensis",22,44
"Anura","Bufonidae","Anaxyrus kelloggi",22,44
"Anura","Bufonidae","Anaxyrus microscaphus",22,44
"Anura","Bufonidae","Anaxyrus nelsoni",22,44
"Anura","Bufonidae","Anaxyrus punctatus",22,44
"Anura","Bufonidae","Anaxyrus quercicus",22,44
"Anura","Bufonidae","Anaxyrus retiformis",22,44
"Anura","Bufonidae","Anaxyrus speciosus",22,NA
"Anura","Bufonidae","Anaxyrus terrestris",22,44
"Anura","Bufonidae","Anaxyrus woodhousii",22,NA
"Anura","Bufonidae","Anaxyrus woodhousii",22,44
"Anura","Bufonidae","Anaxyrus woodhousii",22,NA
"Anura","Bufonidae","Anaxyrus woodhousii",22,44
"Anura","Bufonidae","Atelopus ignescens",22,NA
"Anura","Bufonidae","Atelopus spumarius",22,44
"Anura","Bufonidae","Atelopus varius",22,NA
"Anura","Bufonidae","Bufo ailaoanus",22,44
"Anura","Bufonidae","Bufo aspinius",22,44
"Anura","Bufonidae","Bufo bankorensis",22,NA
"Anura","Bufonidae","Bufo bufo",22,44
"Anura","Bufonidae","Bufo bufo",22,NA
"Anura","Bufonidae","Bufo eichwaldi",22,44
"Anura","Bufonidae","Bufo gargarizans",22,44
"Anura","Bufonidae","Bufo gargarizans",22,NA
"Anura","Bufonidae","Bufo gargarizans gargarizans",22,44
"Anura","Bufonidae","Bufo japonicus",22,44
"Anura","Bufonidae","Bufo pageoti",22,44
"Anura","Bufonidae","Bufo pewzowi",44,88
"Anura","Bufonidae","Bufo sp",30,NA
"Anura","Bufonidae","Bufo stejnegeri",22,NA
"Anura","Bufonidae","Bufo torrenticola",22,44
"Anura","Bufonidae","Bufo tuberculatus",22,44
"Anura","Bufonidae","Bufo verrucosissimus",22,44
"Anura","Bufonidae","Bufotes baturae",33,NA
"Anura","Bufonidae","Bufotes oblongus",44,88
"Anura","Bufonidae","Bufotes oblongus",44,88
"Anura","Bufonidae","Bufotes oblongus",44,NA
"Anura","Bufonidae","Bufotes oblongus oblongus",44,NA
"Anura","Bufonidae","Bufotes pewzowi pewzowi",44,NA
"Anura","Bufonidae","Bufotes pewzowi strauchi",44,NA
"Anura","Bufonidae","Bufotes pewzowi taxkorensis",44,NA
"Anura","Bufonidae","Bufotes pewzowi unicolor",44,NA
"Anura","Bufonidae","Bufotes pseudoraddei",33,NA
"Anura","Bufonidae","Bufotes turanensis",22,44
"Anura","Bufonidae","Bufotes turanensis",33,66
"Anura","Bufonidae","Bufotes variabilis",22,44
"Anura","Bufonidae","Bufotes variabilis",44,NA
"Anura","Bufonidae","Bufotes viridis",22,44
"Anura","Bufonidae","Bufotes viridis",44,88
"Anura","Bufonidae","Bufotes viridis",22,44
"Anura","Bufonidae","Bufotes zugmayeri",33,NA
"Anura","Bufonidae","Capensibufo rosei",22,NA
"Anura","Bufonidae","Duttaphrynus dhufarensis",22,44
"Anura","Bufonidae","Duttaphrynus himalayanus",22,44
"Anura","Bufonidae","Duttaphrynus melanostictus",22,44
"Anura","Bufonidae","Duttaphrynus stomaticus",22,44
"Anura","Bufonidae","Duttaphrynus stomaticus",22,NA
"Anura","Bufonidae","Epidalea calamita",22,44
"Anura","Bufonidae","Incilius alvarius",22,44
"Anura","Bufonidae","Incilius bocourti",22,44
"Anura","Bufonidae","Incilius canaliferus",22,44
"Anura","Bufonidae","Incilius coccifer",22,NA
"Anura","Bufonidae","Incilius coniferus",22,44
"Anura","Bufonidae","Incilius holdridgei",22,44
"Anura","Bufonidae","Incilius luetkenii",22,44
"Anura","Bufonidae","Incilius marmoreus",22,44
"Anura","Bufonidae","Incilius mazatlanensis",22,NA
"Anura","Bufonidae","Incilius occidentalis",22,44
"Anura","Bufonidae","Incilius perplexus",22,44
"Anura","Bufonidae","Incilius valliceps",22,44
"Anura","Bufonidae","Ingerophrynus biporcatus",22,NA
"Anura","Bufonidae","Ingerophrynus parvus",22,44
"Anura","Bufonidae","Melanophryniscus atroluteus",22,44
"Anura","Bufonidae","Melanophryniscus cf tumifrons",22,44
"Anura","Bufonidae","Melanophryniscus cupreuscapularis",22,44
"Anura","Bufonidae","Melanophryniscus devincenzii",22,44
"Anura","Bufonidae","Melanophryniscus fulvoguttatus",22,44
"Anura","Bufonidae","Melanophryniscus klappenbachi",22,44
"Anura","Bufonidae","Melanophryniscus krauczuki",22,44
"Anura","Bufonidae","Melanophryniscus montevidensis",22,44
"Anura","Bufonidae","Melanophryniscus moreirae",22,44
"Anura","Bufonidae","Melanophryniscus pachyrhynus",22,44
"Anura","Bufonidae","Melanophryniscus paraguayensis",22,44
"Anura","Bufonidae","Melanophryniscus rubriventris",22,44
"Anura","Bufonidae","Melanophryniscus sanmartini",22,44
"Anura","Bufonidae","Melanophryniscus sp aff montevidensis",22,44
"Anura","Bufonidae","Melanophryniscus stelzneri",22,44
"Anura","Bufonidae","Mertensophryne anotis",22,NA
"Anura","Bufonidae","Nannophryne variegata",22,44
"Anura","Bufonidae","Nectophryne afra",22,44
"Anura","Bufonidae","Nectophrynoides tornieri",22,44
"Anura","Bufonidae","Nimbaphrynoides occidentalis",22,44
"Anura","Bufonidae","Phrynoidis asper",22,NA
"Anura","Bufonidae","Poyntonophrynus fenoulheti",22,NA
"Anura","Bufonidae","Rentapia hosii",22,44
"Anura","Bufonidae","Rhaebo blombergi",22,NA
"Anura","Bufonidae","Rhaebo blombergi",22,44
"Anura","Bufonidae","Rhaebo haematiticus",22,44
"Anura","Bufonidae","Rhinella achavali",22,44
"Anura","Bufonidae","Rhinella arenarum",22,44
"Anura","Bufonidae","Rhinella arunco",22,44
"Anura","Bufonidae","Rhinella atacamensis",22,44
"Anura","Bufonidae","Rhinella crucifer",22,44
"Anura","Bufonidae","Rhinella diptycha",22,44
"Anura","Bufonidae","Rhinella diptycha",22,44
"Anura","Bufonidae","Rhinella dorbignyi",22,NA
"Anura","Bufonidae","Rhinella fernandezae",22,44
"Anura","Bufonidae","Rhinella fernandezae",22,NA
"Anura","Bufonidae","Rhinella granulosa",22,44
"Anura","Bufonidae","Rhinella icterica",22,44
"Anura","Bufonidae","Rhinella icterica",22,NA
"Anura","Bufonidae","Rhinella jimi",22,44
"Anura","Bufonidae","Rhinella marina",22,44
"Anura","Bufonidae","Rhinella poeppigii",22,44
"Anura","Bufonidae","Rhinella rubescens",22,44
"Anura","Bufonidae","Rhinella rubropunctata",22,44
"Anura","Bufonidae","Rhinella spinulosa",22,44
"Anura","Bufonidae","Schismaderma carens",22,44
"Anura","Bufonidae","Sclerophrys asmarae",40,NA
"Anura","Bufonidae","Sclerophrys blanfordii",20,NA
"Anura","Bufonidae","Sclerophrys brauni",20,40
"Anura","Bufonidae","Sclerophrys camerunensis",20,NA
"Anura","Bufonidae","Sclerophrys capensis",20,40
"Anura","Bufonidae","Sclerophrys danielae",20,40
"Anura","Bufonidae","Sclerophrys garmani",20,40
"Anura","Bufonidae","Sclerophrys gracilipes",22,NA
"Anura","Bufonidae","Sclerophrys gutturalis",20,40
"Anura","Bufonidae","Sclerophrys kerinyagae",20,NA
"Anura","Bufonidae","Sclerophrys latifrons",20,40
"Anura","Bufonidae","Sclerophrys maculata",20,40
"Anura","Bufonidae","Sclerophrys mauritanica",22,44
"Anura","Bufonidae","Sclerophrys pardalis",22,NA
"Anura","Bufonidae","Sclerophrys perreti",20,40
"Anura","Bufonidae","Sclerophrys poweri",20,40
"Anura","Bufonidae","Sclerophrys poweri",30,NA
"Anura","Bufonidae","Sclerophrys pusilla",20,NA
"Anura","Bufonidae","Sclerophrys regularis",20,40
"Anura","Bufonidae","Sclerophrys steindachneri",20,NA
"Anura","Bufonidae","Sclerophrys superciliaris",20,NA
"Anura","Bufonidae","Sclerophrys tihamica",22,44
"Anura","Bufonidae","Sclerophrys xeros",20,40
"Anura","Bufonidae","Strauchbufo raddei",22,44
"Anura","Bufonidae","Vandijkophrynus gariepensis",22,44
"Anura","Bufonidae","Vandijkophrynus inyangae",22,NA
"Anura","Bufonidae","Werneria preussi",22,NA
"Anura","Bufonidae","Xanthophryne koynayensis",22,NA
"Anura","Calyptocephalellidae","Calyptocephalella gayi",26,52
"Anura","Calyptocephalellidae","Telmatobufo australis",26,NA
"Anura","Calyptocephalellidae","Telmatobufo bullocki",26,NA
"Anura","Calyptocephalellidae","Telmatobufo ignotus",26,52
"Anura","Calyptocephalellidae","Telmatobufo venustus",26,NA
"Anura","Centrolenidae","Centrolene buckleyi",20,NA
"Anura","Centrolenidae","Cochranella granulosa",20,40
"Anura","Centrolenidae","Espadarana prosoblepon",20,NA
"Anura","Centrolenidae","Espadarana prosoblepon",20,40
"Anura","Centrolenidae","Hyalinobatrachium colymbiphyllum",20,40
"Anura","Centrolenidae","Hyalinobatrachium duranti",20,40
"Anura","Centrolenidae","Hyalinobatrachium fleischmanni",20,40
"Anura","Centrolenidae","Hyalinobatrachium fragile",20,40
"Anura","Centrolenidae","Hyalinobatrachium orientale",20,40
"Anura","Centrolenidae","Hyalinobatrachium valerioi",20,40
"Anura","Centrolenidae","Sachatamia albomaculata",20,NA
"Anura","Centrolenidae","Teratohyla amelie",20,40
"Anura","Centrolenidae","Teratohyla midas",20,40
"Anura","Centrolenidae","Teratohyla pulverata",20,40
"Anura","Centrolenidae","Teratohyla spinosa",20,40
"Anura","Centrolenidae","Vitreorana antisthenesi",20,40
"Anura","Centrolenidae","Vitreorana eurygnatha",20,40
"Anura","Ceratobatrachidae","Cornufer papuensis",22,44
"Anura","Ceratobatrachidae","Platymantis dorsalis",20,40
"Anura","Ceratobatrachidae","Platymantis hazelae",26,52
"Anura","Ceratophryidae","Ceratophrys aurita",26,NA
"Anura","Ceratophryidae","Ceratophrys aurita",104,208
"Anura","Ceratophryidae","Ceratophrys aurita",104,NA
"Anura","Ceratophryidae","Ceratophrys calcarata",26,52
"Anura","Ceratophryidae","Ceratophrys cranwelli",26,52
"Anura","Ceratophryidae","Ceratophrys joazeirensis",104,NA
"Anura","Ceratophryidae","Ceratophrys ornata",26,52
"Anura","Ceratophryidae","Ceratophrys ornata",104,208
"Anura","Ceratophryidae","Chacophrys pierottii",26,NA
"Anura","Ceratophryidae","Lepidobatrachus asper",26,NA
"Anura","Ceratophryidae","Lepidobatrachus laevis",26,NA
"Anura","Ceratophryidae","Lepidobatrachus llanensis",26,NA
"Anura","Conrauidae","Conraua crassipes",26,52
"Anura","Craugastoridae","Barycholos cf ternetzi",22,38
"Anura","Craugastoridae","Barycholos ternetzi",22,38
"Anura","Craugastoridae","Craugastor andi",22,38
"Anura","Craugastoridae","Craugastor angelicus",20,36
"Anura","Craugastoridae","Craugastor augusti",22,36
"Anura","Craugastoridae","Craugastor augusti",22,NA
"Anura","Craugastoridae","Craugastor berkenbuschii",22,36
"Anura","Craugastoridae","Craugastor bransfordii",20,36
"Anura","Craugastoridae","Craugastor bransfordii",18,36
"Anura","Craugastoridae","Craugastor bransfordii",20,40
"Anura","Craugastoridae","Craugastor bransfordii",18,36
"Anura","Craugastoridae","Craugastor bransfordii",20,40
"Anura","Craugastoridae","Craugastor crassidigitus",22,40
"Anura","Craugastoridae","Craugastor crassidigitus",22,38
"Anura","Craugastoridae","Craugastor crassidigitus",22,38
"Anura","Craugastoridae","Craugastor crassidigitus",22,40
"Anura","Craugastoridae","Craugastor crassidigitus",22,36
"Anura","Craugastoridae","Craugastor decoratus",22,NA
"Anura","Craugastoridae","Craugastor emcelae",22,36
"Anura","Craugastoridae","Craugastor escoces",20,NA
"Anura","Craugastoridae","Craugastor escoces",20,36
"Anura","Craugastoridae","Craugastor fitzingeri",22,38
"Anura","Craugastoridae","Craugastor fitzingeri",22,36
"Anura","Craugastoridae","Craugastor fleischmanni",20,36
"Anura","Craugastoridae","Craugastor gollmeri",22,36
"Anura","Craugastoridae","Craugastor greggi",22,40
"Anura","Craugastoridae","Craugastor gulosus",20,NA
"Anura","Craugastoridae","Craugastor gulosus",20,38
"Anura","Craugastoridae","Craugastor loki",18,36
"Anura","Craugastoridae","Craugastor longirostris",22,38
"Anura","Craugastoridae","Craugastor longirostris",22,36
"Anura","Craugastoridae","Craugastor megacephalus",20,36
"Anura","Craugastoridae","Craugastor megacephalus",20,38
"Anura","Craugastoridae","Craugastor melanostictus",22,36
"Anura","Craugastoridae","Craugastor melanostictus",22,38
"Anura","Craugastoridae","Craugastor milesi",22,44
"Anura","Craugastoridae","Craugastor mimus",20,36
"Anura","Craugastoridae","Craugastor obesus",22,36
"Anura","Craugastoridae","Craugastor opimus",20,NA
"Anura","Craugastoridae","Craugastor opimus",20,36
"Anura","Craugastoridae","Craugastor podiciferus",18,36
"Anura","Craugastoridae","Craugastor punctariolus",24,36
"Anura","Craugastoridae","Craugastor punctariolus",20,36
"Anura","Craugastoridae","Craugastor raniformis",22,38
"Anura","Craugastoridae","Craugastor ranoides",22,NA
"Anura","Craugastoridae","Craugastor ranoides",20,36
"Anura","Craugastoridae","Craugastor rayo",22,36
"Anura","Craugastoridae","Craugastor rhodopis",18,36
"Anura","Craugastoridae","Craugastor rhyacobatrachus",20,36
"Anura","Craugastoridae","Craugastor rugosus",20,38
"Anura","Craugastoridae","Craugastor rugulosus",22,36
"Anura","Craugastoridae","Craugastor rugulosus",20,36
"Anura","Craugastoridae","Craugastor stejnegerianus",18,36
"Anura","Craugastoridae","Craugastor talamancae",22,36
"Anura","Craugastoridae","Craugastor talamancae",22,34
"Anura","Craugastoridae","Craugastor taurus",20,36
"Anura","Craugastoridae","Craugastor underwoodi",18,36
"Anura","Craugastoridae","Craugastor vocalis",22,NA
"Anura","Craugastoridae","Euparkerella brasiliensis",20,40
"Anura","Craugastoridae","Haddadus binotatus",22,38
"Anura","Craugastoridae","Holoaden bradei",18,36
"Anura","Craugastoridae","Holoaden luederwaldti",27,NA
"Anura","Craugastoridae","Holoaden luederwaldti",18,34
"Anura","Craugastoridae","Oreobates barituensis",22,44
"Anura","Craugastoridae","Oreobates berdemenos",22,44
"Anura","Craugastoridae","Oreobates crepitans",22,44
"Anura","Craugastoridae","Oreobates discoidalis",22,NA
"Anura","Craugastoridae","Oreobates discoidalis",22,44
"Anura","Craugastoridae","Pristimantis aff dundeei",28,28
"Anura","Craugastoridae","Pristimantis altae",26,46
"Anura","Craugastoridae","Pristimantis altamazonicus",34,36
"Anura","Craugastoridae","Pristimantis boconoensis",32,NA
"Anura","Craugastoridae","Pristimantis bogotensis",34,36
"Anura","Craugastoridae","Pristimantis caryophyllaceus",32,32
"Anura","Craugastoridae","Pristimantis charlottevillensis",36,36
"Anura","Craugastoridae","Pristimantis conspicillatus",34,40
"Anura","Craugastoridae","Pristimantis conspicillatus",34,36
"Anura","Craugastoridae","Pristimantis cruentus",32,32
"Anura","Craugastoridae","Pristimantis cruentus",20,36
"Anura","Craugastoridae","Pristimantis curtipes",34,NA
"Anura","Craugastoridae","Pristimantis duellmani",36,NA
"Anura","Craugastoridae","Pristimantis dundeei",28,28
"Anura","Craugastoridae","Pristimantis euphronides",32,34
"Anura","Craugastoridae","Pristimantis euphronides",32,32
"Anura","Craugastoridae","Pristimantis fenestratus",34,34
"Anura","Craugastoridae","Pristimantis gaigei",34,NA
"Anura","Craugastoridae","Pristimantis hoogmoedi",26,NA
"Anura","Craugastoridae","Pristimantis lacrimosus",34,36
"Anura","Craugastoridae","Pristimantis lanthanites",36,NA
"Anura","Craugastoridae","Pristimantis lanthanites",36,36
"Anura","Craugastoridae","Pristimantis nubisilva",36,NA
"Anura","Craugastoridae","Pristimantis paulodutrai",22,NA
"Anura","Craugastoridae","Pristimantis paulodutrai",30,32
"Anura","Craugastoridae","Pristimantis paulodutrai",30,30
"Anura","Craugastoridae","Pristimantis pulvinatus",36,NA
"Anura","Craugastoridae","Pristimantis ramagii",30,30
"Anura","Craugastoridae","Pristimantis ridens",34,36
"Anura","Craugastoridae","Pristimantis riveroi",36,36
"Anura","Craugastoridae","Pristimantis riveroi",35,36
"Anura","Craugastoridae","Pristimantis shrevei",32,36
"Anura","Craugastoridae","Pristimantis shrevei",32,32
"Anura","Craugastoridae","Pristimantis sp. n. H",36,NA
"Anura","Craugastoridae","Pristimantis sp. n. H",35,NA
"Anura","Craugastoridae","Pristimantis terraebolivaris",36,NA
"Anura","Craugastoridae","Pristimantis terraebolivaris",36,36
"Anura","Craugastoridae","Pristimantis unistrigatus",34,NA
"Anura","Craugastoridae","Pristimantis unistrigatus",33,NA
"Anura","Craugastoridae","Pristimantis urichi",30,NA
"Anura","Craugastoridae","Pristimantis variabilis",34,36
"Anura","Craugastoridae","Pristimantis variabilis",34,NA
"Anura","Craugastoridae","Pristimantis ventrimarmoratus",36,36
"Anura","Craugastoridae","Strabomantis biporcatus",36,42
"Anura","Craugastoridae","Strabomantis biporcatus",35,42
"Anura","Craugastoridae","Strabomantis biporcatus",20,NA
"Anura","Craugastoridae","Strabomantis biporcatus",36,42
"Anura","Craugastoridae","Strabomantis biporcatus",36,42
"Anura","Craugastoridae","Strabomantis bufoniformis",22,NA
"Anura","Craugastoridae","Strabomantis sulcatus",22,38
"Anura","Cycloramphidae","Cycloramphus acangatan",26,52
"Anura","Cycloramphidae","Cycloramphus asper",26,52
"Anura","Cycloramphidae","Cycloramphus boraceiensis",26,50
"Anura","Cycloramphidae","Cycloramphus brasiliensis",26,52
"Anura","Cycloramphidae","Cycloramphus carvalhoi",26,52
"Anura","Cycloramphidae","Cycloramphus dubius",26,50
"Anura","Cycloramphidae","Cycloramphus eleutherodactylus",26,50
"Anura","Cycloramphidae","Cycloramphus fuliginosus",26,52
"Anura","Cycloramphidae","Cycloramphus lutzorum",26,52
"Anura","Cycloramphidae","Cycloramphus rhyakonastes",26,52
"Anura","Cycloramphidae","Thoropa miliaris",26,52
"Anura","Cycloramphidae","Zachaenus parvulus",26,52
"Anura","Dendrobatidae","Adelphobates castaneoticus",18,36
"Anura","Dendrobatidae","Adelphobates galactonotus",18,36
"Anura","Dendrobatidae","Adelphobates quinquevittatus",20,38
"Anura","Dendrobatidae","Adelphobates quinquevittatus",18,36
"Anura","Dendrobatidae","Ameerega bilinguis",24,48
"Anura","Dendrobatidae","Ameerega flavopicta",24,42
"Anura","Dendrobatidae","Ameerega hahneli",24,42
"Anura","Dendrobatidae","Ameerega hahneli",24,48
"Anura","Dendrobatidae","Ameerega picta",24,48
"Anura","Dendrobatidae","Ameerega picta",24,44
"Anura","Dendrobatidae","Ameerega trivittata",24,44
"Anura","Dendrobatidae","Ameerega trivittata",24,NA
"Anura","Dendrobatidae","Andinobates opisthomelas",22,42
"Anura","Dendrobatidae","Colostethus femoralis",24,48
"Anura","Dendrobatidae","Colostethus inguinalis",24,NA
"Anura","Dendrobatidae","Colostethus sp 1",22,NA
"Anura","Dendrobatidae","Colostethus sp 2",22,NA
"Anura","Dendrobatidae","Dendrobates auratus",18,36
"Anura","Dendrobatidae","Dendrobates tinctorius",18,36
"Anura","Dendrobatidae","Dendrobates truncatus",18,36
"Anura","Dendrobatidae","Hyloxalus subpunctatus",24,38
"Anura","Dendrobatidae","Hyloxalus vertebralis",24,48
"Anura","Dendrobatidae","Leucostethus fraterdanieli",24,40
"Anura","Dendrobatidae","Oophaga granulifera",20,40
"Anura","Dendrobatidae","Oophaga histrionica",20,40
"Anura","Dendrobatidae","Oophaga pumilio",20,40
"Anura","Dendrobatidae","Oophaga pumilio",20,NA
"Anura","Dendrobatidae","Phyllobates lugubris",24,44
"Anura","Dicroglossidae","Euphlyctis cyanophlyctis",26,52
"Anura","Dicroglossidae","Euphlyctis hexadactylus",26,NA
"Anura","Dicroglossidae","Fejervarya cancrivora",26,NA
"Anura","Dicroglossidae","Fejervarya cf limnocharis",26,52
"Anura","Dicroglossidae","Fejervarya limnocharis",26,52
"Anura","Dicroglossidae","Fejervarya limnocharis",26,NA
"Anura","Dicroglossidae","Fejervarya limnocharis",26,52
"Anura","Dicroglossidae","Fejervarya multistriata",26,52
"Anura","Dicroglossidae","Hoplobatrachus crassus",26,NA
"Anura","Dicroglossidae","Hoplobatrachus occipitalis",26,52
"Anura","Dicroglossidae","Hoplobatrachus occipitalis",52,104
"Anura","Dicroglossidae","Hoplobatrachus occipitalis",52,NA
"Anura","Dicroglossidae","Hoplobatrachus rugulosus",26,52
"Anura","Dicroglossidae","Hoplobatrachus tigerinus",26,52
"Anura","Dicroglossidae","Hoplobatrachus tigerinus",26,52
"Anura","Dicroglossidae","Limnonectes acanthi",24,NA
"Anura","Dicroglossidae","Limnonectes blythii",24,NA
"Anura","Dicroglossidae","Limnonectes fujianensis",22,44
"Anura","Dicroglossidae","Limnonectes kuhlii",22,44
"Anura","Dicroglossidae","Limnonectes macrodon",24,48
"Anura","Dicroglossidae","Limnonectes namiyei",22,44
"Anura","Dicroglossidae","Limnonectes visayanus",24,NA
"Anura","Dicroglossidae","Minervarya cf brevipalmata",26,52
"Anura","Dicroglossidae","Minervarya cf keralensis",26,52
"Anura","Dicroglossidae","Minervarya rufescens",26,52
"Anura","Dicroglossidae","Minervarya sahyadris",26,52
"Anura","Dicroglossidae","Nanorana chayuensis",26,52
"Anura","Dicroglossidae","Nanorana maculosa",26,52
"Anura","Dicroglossidae","Nanorana parkeri",26,52
"Anura","Dicroglossidae","Nanorana phrynoides",64,NA
"Anura","Dicroglossidae","Nanorana pleskei",26,52
"Anura","Dicroglossidae","Nanorana quadranus",26,52
"Anura","Dicroglossidae","Nanorana sichuanensis",64,64
"Anura","Dicroglossidae","Nanorana taihangnica",26,52
"Anura","Dicroglossidae","Nanorana unculuanus",40,78
